Hospital Name,AT&T,FirstNet
Iroquois Memorial Hospital and Resident Home,0,0
Lake Behavioral Hospital,9,0
Vista Medical Center East,10,0
Northwestern Medicine Marianjoy Rehabilitation Hospital,32,0
City of Hope Chicago,6,0
John J. Madden Mental Health Center,16,0
Duane L. Waters Hospital,0,0
"Havenwyck Hospital, Inc.",3,0
"Corewell Health's Beaumont Hospital, Wayne",6,0
McLaren Greater Lansing,2,0
Munson Medical Center,8,0
Aspirus Iron River Hospital,0,0
Ascension Borgess Hospital,11,0
Ascension Genesys Hospital,1,0
McLaren Bay Special Care,2,0
Corewell Health Butterworth Hospital,19,0
Covenant HealthCare,1,0
Trinity Health Muskegon Hospital,1,0
Corewell Health Greenville Hospital,1,0
DMC Harper University Hospital,40,0
Ascension Borgess Allegan Hospital,0,0
Select Specialty Hospital - Flint,13,0
Select Specialty Hospital - Saginaw,1,0
Select Specialty Hospital - Downriver,6,0
Select Specialty Hospital - Macomb County,5,0
MyMichigan Medical Center Alma,1,0
Select Specialty Hospital - Ann Arbor,6,0
Karmanos Cancer Center,40,0
Vibra Hospitals of Southeastern Michigan - Taylor Campus,4,0
Select Specialty Hospital - Battle Creek,9,0
Sparrow Specialty Hospital,6,0
Henry Ford West Bloomfield Hospital,3,0
Behavioral Center of Michigan,7,0
BCA StoneCrest Center,14,0
MyMichigan Medical Center Alpena,0,0
Trinity Health Ann Arbor Hospital,7,0
University of Michigan Medical Center,15,0
Veterans Affairs Ann Arbor Healthcare System,10,0
McLaren Thumb Region,1,0
Bronson Battle Creek Hospital,9,0
Battle Creek Veterans Affairs Medical Center,0,0
McLaren Bay Region,2,0
Corewell Health Lakeland Hospitals,7,0
Corewell Health Big Rapids Hospital,3,0
Ascension Brighton Center for Recovery,5,0
Munson Healthcare Cadillac Hospital,3,0
McLaren Caro Region,2,0
Caro Center,4,0
Sparrow Carson Hospital,0,0
Hills & Dales Healthcare,2,0
Munson Healthcare Charlevoix Hospital,1,0
Sparrow Eaton Hospital,3,0
Chelsea Hospital,0,0
MyMichigan Medical Center Clare,5,0
ProMedica Coldwater Regional Hospital,6,0
"Corewell Health's Beaumont Hospital, Dearborn",8,0
John D. Dingell Department of Veterans Affairs Medical Center,40,0
Deckerville Community Hospital,1,0
Center for Forensic Psychiatry,1,0
DMC Children's Hospital of Michigan,38,0
"Ascension Macomb-Oakland Hospital, Warren Campus",6,0
Cedar Creek Hospital of Michigan,0,0
ProMedica Charles and Virginia Hickman Hospital,0,0
Pioneer Specialty Hospital,12,0
Select Specialty Hospital - Corewell Health Grand Rapids,6,0
DMC Detroit Receiving Hospital & University Health Center,32,0
DMC Sinai-Grace Hospital,8,0
Henry Ford Hospital,23,0
"Ascension Providence Hospital, Southfield Campus",5,0
Surgeons Choice Medical Center,5,0
DMC Rehabilitation Institute of Michigan,37,0
Ascension St. John Hospital,15,0
Straith Hospital for Special Surgery,4,0
Ascension Borgess-Lee Hospital,4,0
Eaton Rapids Medical Center,1,0
Walter P. Reuther Psychiatric Hospital,1,0
OSF St. Francis Hospital and Medical Group,2,0
"Corewell Health's Beaumont Hospital, Farmington Hills",6,0
Henry Ford Kingswood Hospital,11,0
Hurley Medical Center,5,0
McLaren Flint,3,0
Munson Healthcare Paul Oliver Memorial Hospital,4,0
Corewell Health Gerber Hospital,4,0
Garden City Hospital,1,0
Munson Healthcare Otsego Memorial Hospital,2,0
MyMichigan Medical Center Gladwin,1,0
Trinity Health Grand Haven Hospital,1,0
Forest View Psychiatric Hospital,4,0
Mary Free Bed Rehabilitation Hospital,17,0
Pine Rest Christian Mental Health Services,0,0
Trinity Health Grand Rapids Hospital,13,0
University of Michigan Health - West,4,0
Munson Healthcare Grayling Hospital,4,0
"Corewell Health's Beaumont Hospital, Grosse Pointe",5,0
UP Health System - Portage,0,0
Harbor Beach Community Hospital Inc.,0,0
Corewell Health Pennock Hospital,1,0
Hillsdale Hospital,3,0
Holland Hospital,3,0
Trinity Health Livingston Hospital,1,0
Sparrow Ionia Hospital,0,0
Marshfield Medical Center - Dickinson,3,0
Oscar G. Johnson Department of Veterans Affairs Medical Facility,2,0
"Aspirus Ironwood Hospital & Clinics, Inc.",3,0
UP Health System - Bell,0,0
Henry Ford Jackson Hospital,8,0
Bronson Methodist Hospital,10,0
Kalamazoo Psychiatric Hospital,3,0
Kalkaska Memorial Health Center,4,0
Baraga County Memorial Hospital,0,0
Sparrow Hospital,6,0
McLaren Lapeer Region,3,0
Aspirus Keweenaw Hospital,10,0
Trinity Health Livonia Hospital,3,0
Corewell Health Ludington Hospital,0,0
Schoolcraft Memorial Hospital,0,0
Marlette Regional Hospital,3,0
Munson Healthcare Manistee Hospital,0,0
UP Health System - Marquette,6,0
Oaklawn Hospital,3,0
MyMichigan Medical Center Midland,9,0
ProMedica Monroe Regional Hospital,0,0
Henry Ford Macomb Hospital,2,0
McLaren Macomb,9,0
McLaren Central Michigan,11,0
Munising Memorial Hospital,0,0
Harbor Oaks Hospital,5,0
Helen Newberry Joy Hospital & Healthcare Center,1,0
Hawthorn Center,4,0
Ascension Standish Hospital,3,0
Memorial Healthcare,1,0
Bronson LakeView Hospital,0,0
McLaren Northern Michigan,4,0
Scheurer Health,3,0
Pontiac General Hospital,1,0
Trinity Health Oakland Hospital,10,0
McLaren Oakland,12,0
Lake Huron Medical Center,6,0
McLaren Port Huron,5,0
Corewell Health Reed City Hospital,0,0
Ascension Providence Rochester Hospital,11,0
DMC Huron Valley-Sinai Hospital,1,0
Corewell Health William Beaumont University Hospital,19,0
HealthSource Saginaw Inc.,1,0
Ascension St. Mary's Hospital,5,0
Aleda E. Lutz Department of Veterans Affairs Medical Center,2,0
Ascension River District Hospital,3,0
"Mackinac Straits Health System, Inc.",0,0
Sparrow Clinton Hospital,0,0
McKenzie Health System,1,0
MyMichigan Medical Center Sault,6,0
Trinity Health Shelby Hospital,3,0
Sheridan Community Hospital,0,0
Bronson South Haven Hospital,4,0
Sturgis Hospital,4,0
Ascension St. Joseph Hospital,5,0
"Three Rivers Health System, Inc.",1,0
Corewell Health Taylor Hospital,5,0
"Corewell Health's Beaumont Hospital, Trenton",0,0
Corewell Health Beaumont Troy Hospital,8,0
Insight Surgical Hospital,20,0
Corewell Health Watervliet Hospital,1,0
MyMichigan Medical Center West Branch,0,0
Henry Ford Wyandotte Hospital,6,0
Corewell Health Zeeland Hospital,1,0
Forest Health Medical Center,3,0
Indianhead Medical Center,0,0
Bellin Psychiatric Center,1,0
Holy Family Memorial,0,0
Mercyhealth Hospital and Trauma Center - Janesville,13,0
Aurora St. Luke's Medical Center,15,0
Aurora Medical Center Kenosha,12,0
Aurora BayCare Medical Center,4,0
Ascension Southeast Wisconsin Hospital - St. Joseph's Campus,8,0
Orthopaedic Hospital of Wisconsin,7,0
Select Specialty Hospital-Milwaukee,11,0
Children's Hospital of Wisconsin-Fox Valley,6,0
Oakleaf Surgical Hospital,6,0
Aurora Medical Center of Oshkosh,4,0
Amery Hospital and Clinic,0,0
Marshfield Medical Center - Weston,3,0
Bellin Health Oconto Hospital,1,0
Mercyhealth Hospital and Medical Center - Walworth,7,0
Lakeview Specialty Hospital and Rehab,0,0
Aspirus Langlade Hospital,0,0
Select Specialty Hospital-Madison,47,0
ThedaCare Regional Medical Center-Appleton,4,0
Ascension Northeast Wisconsin St. Elizabeth Hospital,5,0
Tamarack Health Ashland Medical Center,0,0
Western Wisconsin Health,1,0
SSM Health St. Clare Hospital-Baraboo,0,0
Mayo Clinic Health System - Northland in Barron,0,0
Marshfield Medical Center - Beaver Dam,2,0
Beloit Health System,4,0
ThedaCare Medical Center-Berlin,0,0
Aurora Medical Center Summit,4,0
Black River Memorial Hospital,0,0
Mayo Clinic Health System - Chippewa Valley in Bloomer,0,0
Gundersen Boscobel Area Hospital and Clinics,0,0
Aurora Medical Center Burlington,0,0
Ascension Calumet Hospital,0,0
Southwest Health,0,0
Midwest Orthopedic Specialty Hospital,1,0
Aurora Medical Center Grafton,6,0
ProHealth Rehabilitation Hospital of Wisconsin,6,0
Ascension Southeast Wisconsin Hospital - Franklin Campus,1,0
Ascension Columbia St. Mary's Hospital Milwaukee,19,0
"Prairie Ridge Health, Inc.",5,0
Cumberland Healthcare,0,0
Memorial Hospital of Lafayette County,0,0
Upland Hills Health,0,0
AdventHealth Durand,3,0
Aspirus Eagle River Hospital,2,0
Mayo Clinic Health System in Eau Claire,5,0
Edgerton Hospital and Health Services,3,0
Aurora Lakeland Medical Center,4,0
SSM Health St. Agnes Hospital - Fond du Lac,2,0
Fort HealthCare,1,0
Gundersen Moundview Hospital & Clinics,0,0
Burnett Medical Center,0,0
Bellin Hospital,5,0
SSM Health St. Mary's Hospital Janesville,6,0
HSHS St. Mary's Hospital Medical Center,11,0
HSHS St. Vincent Hospital,5,0
Aurora Medical Center in Washington County,2,0
Marshfield Medical Center - Minocqua,0,0
Tamarack Health Hayward Medical Center,0,0
UW Health Rehabilitation Hospital,2,0
Willow Creek Behavioral Health,3,0
Gundersen St. Joseph's Hospital and Clinics,0,0
Hudson Hospital and Clinic,3,0
Froedtert Community Hospital - New Berlin,1,0
Granite Hills Hospital,0,0
Mental Health Emergency Center,0,0
Froedtert South - Kenosha Medical Center,10,0
Gundersen Lutheran Medical Center,0,0
Mayo Clinic Health System in La Crosse,8,0
Marshfield Medical Center - Ladysmith,2,0
Grant Regional Health Center,0,0
UnityPoint Health Meriter,39,0
Mendota Mental Health Institute,1,0
SSM Health St. Mary's Hospital,11,0
University Hospital WI,18,0
William S. Middleton Memorial Veterans' Hospital,20,0
Aurora Medical Center - Bay Area,1,0
Marshfield Medical Center,3,0
Aurora Sinai Medical Center,37,0
Norwood Health Center,2,0
Mile Bluff Medical Center,0,0
Aspirus Medford Hospital & Clinics,3,0
Froedtert Menomonee Falls Hospital,0,0
Mayo Clinic Health System - Red Cedar in Menomonie,2,0
"Aspirus Merrill Hospital & Clinics, Inc.",1,0
Children's Wisconsin,6,0
Ascension Southeast Wisconsin Hospital - Elmbrook Campus,3,0
Ascension Sacred Heart Rehabilitation Hospital,3,0
Ascension St. Francis Hospital,16,0
SSM Health Monroe Clinic,2,0
ThedaCare Regional Medical Center-Neenah,6,0
Marshfield Medical Center - Neilsville,1,0
ThedaCare Medical Center-New London,1,0
Westfields Hospital and Clinic,0,0
ProHealth Oconomowoc Memorial Hospital,1,0
Rogers Behavioral Health,0,0
HSHS St. Clare Memorial Hospital,0,0
Osceola Medical Center,1,0
Ascension Northeast Wisconsin Mercy Hospital,3,0
Mayo Clinic Health System - Oakridge in Osseo,0,0
Marshfield Medical Center - Park Falls,1,0
Aspirus Divine Savior Hospital & Clinics,1,0
Crossing Rivers Health,0,0
Sauk Prairie Healthcare,0,0
Ascension All Saints,3,0
Reedsburg Area Medical Center,0,0
Aspirus Rhinelander Hospital,0,0
Marshfield Medical Center - Rice Lake,1,0
Richland Hospital,3,0
SSM Health Ripon Community Hospital,0,0
River Falls Area Hospital,0,0
St. Croix Regional Medical Center,1,0
ThedaCare Medical Center-Shawano,1,0
HSHS St. Nicholas Hospital,2,0
Aurora Medical Center - Sheboygan County,2,0
Mayo Clinic Health System in Sparta,0,0
Spooner Health,0,0
"Aspirus Stanley Hospital & Clinics, Inc.",0,0
"Aspirus Steven’s Point Hospital & Clinics, Inc.",4,0
Stoughton Health,1,0
Door County Medical Center,1,0
Essentia Health St. Mary's Hospital of Superior,14,0
Tomah Health,1,0
Tomah VA Medical Center,0,0
Aspirus Tomahawk Hospital,2,0
Aurora Medical Center - Manitowoc County,3,0
Vernon Memorial Healthcare,0,0
Watertown Regional Medical Center,0,0
Waukesha County Mental Health Center,4,0
ProHealth Waukesha Memorial Hospital,3,0
ThedaCare Medical Center-Waupaca,1,0
SSM Health Waupun Memorial Hospital,0,0
North Central Health Care,5,0
"Aspirus Wausau Hospital, Inc.",6,0
Froedtert and the Medical College of Wisconsin Froedtert Hospital,6,0
Aurora Psychiatric Hospital,3,0
Aurora West Allis Medical Center,11,0
Froedtert West Bend Hospital,4,0
Gundersen Tri-County Hospital and Clinics,0,0
Theda Care Medical Center - Wild Rose,1,0
Winnebago Mental Health Institute,0,0
"Aspirus Riverview Hospital and Clinics, Inc.",4,0
Clement J. Zablocki Veterans' Administration Medical Center,16,0
"Howard Young Medical Center, Inc.",2,0
Fond Du Lac County Mental Health Center,2,0
Brown County Community Treatment Center,1,0
Marshfield Medical Center - Eau Claire Hospital,9,0
Ascension Wisconsin Hospital - Menomonee Falls Campus,1,0
Rehabilitation Hospital of Western Wisconsin,0,0
Milwaukee Rehabilitation Hospital at Greenfield,0,0
Encompass Rehabilitation Hospital of Lakeview,9,0
Cumberland Hall Hospital,1,0
Owensboro Health Regional Hospital,14,0
Federal Medical Center,2,0
Southern Kentucky Rehabilitation Hospital,10,0
Kentucky River Medical Center,0,0
Medical Center at Bowling Green,15,0
Gateway Rehabilitation Hospital,16,0
Select Specialty Hospital-Northern Kentucky,14,0
Rivendell Behavioral Health,7,0
Commonwealth Regional Specialty Hospital,15,0
ContinueCARE Hospital at Baptist Health Corbin,1,0
Continuing Care Hospital,24,0
Select Specialty Hospital-Central Kentucky,60,0
The Brook at Dupont,40,0
The Brook Hospital - KMI,5,0
King's Daughters Medical Center KY,24,0
Barbourville ARH Hospital,5,0
CHI Saint Joseph Health - Flaget Memorial Hospital,4,0
Marshall County Hospital,4,0
CHI Saint Joseph Health - Saint Joseph Berea,7,0
TriStar Greenview Regional Hospital,15,0
Trigg County Hospital,10,0
T.J. Health Columbia,1,0
Taylor Regional Hospital KY,4,0
Carroll County Memorial Hospital KY,3,0
Baptist Health Corbin,1,0
St. Elizabeth Edgewood,4,0
St. Elizabeth Florence,12,0
Harrison Memorial Hospital,2,0
Ephraim McDowell Regional Medical Center,17,0
Baptist Health Hardin,9,0
Fleming County Hospital,1,0
Colonel Florence A. Blanchfield Army Community Hospital,22,0
St. Elizabeth Fort Thomas,14,0
Frankfort Regional Medical Center,10,0
Medical Center at Franklin,2,0
Georgetown Community Hospital,10,0
T. J. Samson Community Hospital,2,0
Encompass Health Rehabilitation Hospital of Northern Kentucky,2,0
Jane Todd Crawford Hospital,0,0
Owensboro Health Muhlenberg Community Hospital,4,0
Breckinridge Memorial Hospital,3,0
Harlan ARH Hospital,5,0
Ephraim McDowell James B. Haggin Memorial Hospital,8,0
Ohio County Hospital,5,0
Hazard ARH Regional Medical Center,5,0
Deaconess Henderson Hospital,3,0
Jennie Stuart Medical Center,17,0
Western State Hospital KY,0,0
Mary Breckinridge ARH Hospital,0,0
Mercy Health - Marcum and Wallace,3,0
Baptist Health Louisville,27,0
Baptist Health La Grange,13,0
Spring View Hospital,8,0
Owensboro Health Twin Lakes Regional Medical Center,5,0
Encompass Health Cardinal Hill Rehabilitation Hospital,12,0
Baptist Health Lexington,27,0
Eastern State Hospital KY,15,0
Ridge Behavioral Health System,30,0
CHI Saint Joseph Health - Saint Joseph East,29,0
CHI Saint Joseph Health,24,0
ContinueCARE Hospital at Madisonville,11,0
SUN Behavioral Kentucky,12,1
University of Kentucky Albert B. Chandler Hospital,72,0
Lexington VAMC,69,0
Casey County Hospital,2,0
CHI Saint Joseph Health - Saint Joseph London,8,0
Three Rivers Medical Center,3,0
Norton Hospital,98,0
Central State Hospital KY,1,0
UofL Health - Jewish Hospital,110,0
Norton Children's Hospital,111,0
UofL Health - UofL Hospital,58,0
Robley Rex Department of Veterans Affairs Medical Center,29,0
UofL Health - Peace Hospital,8,0
Kindred Hospital-Louisville,15,0
UofL Health - Mary and Elizabeth Hospital,9,0
"Baptist Health Deaconess Madisonville, Inc.",11,0
Crittenden County Hospital,4,0
ARH Our Lady of the Way,1,0
Jackson Purchase Medical Center,4,0
Wayne County Hospital,1,0
Meadowview Regional Medical Center,2,0
McDowell ARH Hospital,0,0
Middlesboro ARH Hospital,5,0
St. Claire HealthCare,12,0
Deaconess Union County Hospital,0,0
CHI Saint Joseph Health - Saint Joseph Mount Sterling,8,0
Rockcastle Regional Hospital and Respiratory Care Center,1,0
Murray-Calloway County Hospital,25,0
RiverValley Behavioral Health Hospital,3,0
Mercy Health - Lourdes Hospital,4,0
Baptist Health Paducah,17,0
Paintsville ARH Hospital,8,0
Bourbon Community Hospital,5,0
Pikeville Medical Center,9,0
Pineville Community Health Center,2,0
Highlands ARH Regional Medical Center,2,0
Caldwell Medical Center,2,0
Lincoln Trail Behavioral Health System,0,0
Baptist Health Richmond,18,0
Logan Memorial Hospital,1,0
Medical Center at Scottsville,0,0
UofL Health - Shelbyville Hospital,6,0
Tug Valley ARH Regional Medical Center,0,0
Ephraim McDowell Fort Logan Hospital,3,0
Lake Cumberland Regional Hospital,11,0
Monroe County Medical Center,0,0
Bluegrass Community Hospital,16,0
Morgan County ARH Hospital,9,0
Whitesburg ARH Hospital,4,0
St. Elizabeth Grant,0,0
Clark Regional Medical Center,14,0
Russell County Hospital,0,0
The Medical Center Albany,0,0
Cumberland County Hospital,4,0
The Medical Center at Caverna,0,0
AdventHealth Manchester,1,0
Livingston Hospital and Healthcare Services,1,0
ContinueCARE Hospital at Baptist Health Paducah,17,0
TriStar Centennial Medical Center,16,0
Vanderbilt Wilson County Hospital,2,0
Ascension Saint Thomas River Park,1,0
Vanderbilt Stallworth Rehabilitation Hospital,57,0
"Quillen Rehabilitation Hospital, a joint venture of Ballad Health and Encompass Health",0,0
Starr Regional Medical Center,1,0
Encompass Health Rehabilitation Hospital of Kingsport,9,0
"Encompass Health Rehabilitation Hospital of Memphis, a partner of Methodist Healthcare",49,0
Parkridge Medical Center,23,0
Indian Path Community Hospital,2,0
Baptist Memorial Hospital-Collierville,4,0
CHI Memorial,8,0
Tennessee Valley HCS - Nashville and Murfreesboro,63,0
Select Specialty Hospital Nashville,45,0
Baptist Memorial Hospital for Women,17,0
Johnson County Community Hospital,1,0
TriStar StoneCrest Medical Center,17,0
Saint Francis Hospital-Bartlett,15,0
Western Mental Health Institute,2,0
"West Tennessee Healthcare Rehabilitation Hospital Cane Creek, a partnership with Encompass Health",2,0
Ascension Saint Thomas Hospital for Specialty Surgery,29,0
Select Specialty Hospital-North Knoxville,19,0
West Tennessee Healthcare Bolivar Hospital,4,0
"Encompass Health Rehabilitation Hospital of North Memphis, a partner of Methodist Healthcare",5,0
Select Specialty Hospital-Memphis,69,0
Bristol Regional Medical Center,4,0
Select Specialty Hospital-Tri Cities,4,0
Hancock County Hospital,0,0
TriStar Summit Medical Center,4,0
Baptist Memorial Restorative Care Hospital,23,0
Tennova Healthcare - Cleveland,7,0
Tennova North Knoxville Medical Center,18,0
Erlanger Medical Center,17,0
West Tennessee Healthcare Camden Hospital,1,0
