Index,Hospital Name,Nearby Cell Towers
1936,ProMedica Defiance Regional Hospital,5
1937,OhioHealth Grady Memorial Hospital,11
1938,Trinity Hospital Twin City,9
1939,Cleveland Clinic Union Hospital,6
1940,East Liverpool City Hospital,9
1941,University Hospitals Elyria Medical Center,16
1942,ProMedica Fostoria Community Hospital,5
1943,ProMedica Memorial Hospital,4
1944,Galion Community Hospital,5
1945,Holzer Medical Center,16
1946,Cleveland Clinic Marymount Hospital,48
1947,University Hospitals Geneva Medical Center,3
1948,Adena Greenfield Medical Center,10
1949,Wayne HealthCare,5
1950,Kettering Health Hamilton,17
1951,Community Memorial Hospital OH,1
1952,Highland District Hospital,4
1953,Kettering Health Main Campus,16
1954,OhioHealth Hardin Memorial Hospital,6
1955,Fairfield Medical Center,13
1956,Lima Memorial Health System,11
1957,Mercy Health - St. Rita's Medical Center,18
1958,Cleveland Clinic Akron General Lodi Hospital,6
1959,Hocking Valley Community Hospital,7
1960,Madison Health,3
1961,Marietta Memorial Hospital,5
1962,OhioHealth Marion General Hospital,6
1963,Memorial Health,14
1964,Heartland Behavioral Healthcare,15
1965,Cleveland Clinic Medina Hospital,22
1966,Atrium Medical Center OH,9
1967,Pomerene Hospital,2
1968,Morrow County Hospital,1
1969,Knox Community Hospital,1
1970,Henry County Hospital,3
1971,Licking Memorial Hospital,13
1972,Fisher-Titus Medical Center,7
1973,Mercy Health - Allen Hospital,5
1974,Aultman Orrville Hospital,4
1975,McCullough-Hyde Memorial Hospital/TriHealth,43
1976,University Hospitals Lake Health,7
1977,Paulding County Hospital,1
1978,Magruder Memorial Hospital,11
1979,Southern Ohio Medical Center,0
1980,University Hospitals Portage Medical Center,25
1981,Glenbeigh Hospital and Outpatient Centers,2
1982,Grand Lake Health System,1
1983,Salem Regional Medical Center,20
1984,OhioHealth Shelby Hospital,0
1985,Wilson Memorial Hospital,21
1986,Mercy Health - Springfield Regional Medical Center,19
1987,Mercy Health - Tiffin Hospital,3
1988,The University of Toledo Medical Center,19
1989,Mercy Health - St. Vincent Medical Center,33
1990,ProMedica Toledo Hospital,47
1991,Wyandot Memorial Hospital,2
1992,Mercy Health - Urbana Hospital,4
1993,OhioHealth Van Wert Hospital,9
1994,Mercy Health - St. Joseph Warren Hospital,4
1995,Hillside Rehabilitation Hospital,6
1996,Trumbull Regional Medical Center,19
1997,Adena Fayette Medical Center,4
1998,Fulton County Health Center,2
1999,Adena Pike Medical Center,2
2000,Adams County Regional Medical Center,6
2001,Windsor-Laurelwood Center for Behavioral Medicine,53
2002,Mercy Health - Willard Hospital,4
2003,CMH Regional Health System,3
2004,Wooster Community Hospital,16
2005,Kettering Health Greene Memorial,6
2006,Mercy Health - St. Elizabeth Youngstown Hospital,16
2007,Mount Carmel East Hospital,50
2008,University Hospitals St. John Medical Center,33
2009,The Jewish Hospital - Mercy Health,54
2010,Western Reserve Hospital,25
2011,Selby General Hospital,4
2012,Rehabilitation Hospital of Indiana,69
2013,Franciscan Health Hammond,34
2014,Community Hospital Anderson,12
2015,Kindred Hospital-Indianapolis,46
2016,Rehabilitation Hospital of Fort Wayne,30
2017,Southern Indiana Rehabilitation Hospital,20
2018,Michiana Behavioral Health Center,5
2019,Indiana University Health University Hospital,122
2020,Veterans Affairs Northern Indiana Health Care System,36
2021,Community Hospital North,50
2022,Franciscan Health Michigan City,26
2023,Ascension St. Vincent Evansville,36
2024,Franciscan Health Indianapolis,63
2025,Franciscan Healthcare Munster,39
2026,Bluffton Regional Medical Center,11
2027,The Women's Hospital,44
2028,Dupont Hospital,29
2029,Ascension St. Vincent Heart Center,89
2030,Regency Hospital of Northwest Indiana,35
2031,Bloomington Meadows Hospital,9
2032,Parkview Ortho Hospital,24
2033,Wellstone Regional Hospital,24
2034,Indiana University Health West Hospital,25
2035,Ascension St. Vincent Anderson,20
2036,Kindred Hospital Indianapolis North,94
2037,Select Specialty Hospital-Evansville,56
2038,Cameron Memorial Community Hospital,10
2039,OrthoIndy Hospital,62
2040,Indiana University Health North Hospital,59
2041,Central Indiana AMG Specialty Hospital,46
2042,Monroe Hospital,9
2043,Otis R. Bowen Center for Human Services,7
2044,Pinnacle Hospital,21
2045,Medical Behavioral Hospital of Mishawaka,9
2046,Ascension St. Vincent Seton Specialty Hospital,33
2047,Indiana University Health Arnett Hospital,26
2048,Parkview DeKalb Hospital,3
2049,Margaret Mary Health,7
2050,Indiana University Health Bloomington Hospital,62
2051,Ascension St. Vincent Warrick,6
2052,Ascension St. Vincent Clay Hospital,6
2053,Community Hospital of Bremen,1
2054,Ascension St. Vincent Carmel Hospital,33
2055,Regional Mental Health Center,16
2056,Union Hospital Clinton,9
2057,Orthopaedic Hospital of Lutheran Health Network,39
2058,Parkview Whitley Hospital,19
2059,Physicians' Medical Center,6
2060,Columbus Regional Hospital,22
2061,Harrison County Hospital,6
2062,Franciscan Health Crawfordsville,3
2063,Franciscan Health Crown Point,7
2064,Hendricks Regional Health,6
2065,Adams Memorial Hospital,6
2066,Franciscan Health Dyer,31
2067,St. Catherine Hospital IN,35
2068,Elkhart General Hospital,17
2069,Ascension St. Vincent Mercy,8
2070,Unity Physicians Hospital,36
2071,AMG Specialty Hospital Northwest Indiana,34
2072,Community Mental Health Center,17
2073,Radiant Health,20
2074,Harsha Behavioral Center,11
2075,Deaconess Midtown Hospital,45
2076,Evansville State Hospital,22
2077,Encompass Health Deaconess Rehabilitation Hospital,22
2078,Lutheran Hospital of Indiana,43
2079,Franciscan Health Lafayette East,9
2080,Lutheran Downtown Hospital,67
2081,Indiana University Health Frankfort,4
2082,Johnson Memorial Hospital IN,13
2083,Franciscan Health Carmel,45
2084,4C Health,10
2085,Meridian Health Services,36
2086,Ascension St. Vincent Fishers,17
2087,Lafayette Regional Rehabilitation Hospital,12
2088,Options Behavioral Health System,65
2089,NeuroDiagnostic Institute and Advanced Treatment Center,11
2090,NeuroBehavioral Hospital of NW Indiana/Greater Chicago,19
2091,Methodist Hospitals,24
2092,Goshen Health,5
2093,Oaklawn Psychiatric Center,9
2094,NeuroPsychiatric Hospital of Indianapolis,78
2095,Putnam County Hospital,2
2096,Hancock Regional Hospital,6
2097,Decatur County Memorial Hospital,2
2098,Community Rehabilitation Hospital South,65
2099,Indianapolis Rehabilitation Hospital,0
2100,Community Rehabilitation Hospital North,0
2101,Valle Vista Health System,18
2102,St. Mary Medical Center IN,14
2103,Parkview Huntington Hospital,7
2104,Community Hospital East,11
2105,Community Fairbanks Recovery Center,90
2106,Eskenazi Health,101
2107,Ascension St. Vincent Indianapolis Hospital,64
2108,Community Hospital South,50
2109,Richard L. Roudebush Veterans Affairs Medical Center,84
2110,Memorial Hospital and Health Care Center,6
2111,Norton Clark Hospital,79
2112,Parkview Noble Hospital,8
2113,Northwest Health - Starke,12
2114,Community Howard Regional Health,26
2115,Ascension St. Vincent Kokomo,7
2116,River Bend Hospital,1
2117,Parkview LaGrange Hospital,10
2118,Northwest Health - La Porte,47
2119,St. Elizabeth Dearborn,17
2120,Witham Health Services,1
2121,Greene County General Hospital,2
2122,Logansport State Hospital,8
2123,Logansport Memorial Hospital,7
2124,King's Daughters' Health,2
2125,Marion Health,20
2126,Indiana University Health White Memorial Hospital,3
2127,Franciscan Health Mooresville,16
2128,Indiana University Health Ball Memorial Hospital,46
2129,Baptist Health Floyd,45
2130,Community Hospital IN,44
2131,Henry Community Health,8
2132,Riverview Health,36
2133,Madison State Hospital,26
2134,Ascension St. Vincent Jennings,8
2135,Indiana University Health Paoli Hospital,2
2136,Dukes Memorial Hospital,16
2137,Plymouth Medical Center,0
2138,Indiana University Health Jay Hospital,15
2139,Deaconess Gibson Hospital,12
2140,Franciscan Health Rensselear,0
2141,Reid Health,13
2142,Richmond State Hospital,3
2143,Woodlawn Hospital,8
2144,Rush Memorial Hospital,5
2145,Ascension St. Vincent Salem,2
2146,Norton Scott Hospital,3
2147,Schneck Medical Center,14
2148,Major Hospital,14
2149,Memorial Hospital of South Bend,36
2150,Saint Joseph Health System,40
2151,Sullivan County Community Hospital,3
2152,Perry County Memorial Hospital IN,1
2153,Hamilton Center,35
2154,Terre Haute Regional Hospital,19
2155,Union Hospital,33
2156,Indiana University Health Tipton Hospital,1
2157,Northwest Health - Porter,27
2158,Good Samaritan Hospital IN,9
2159,Parkview Wabash Hospital,8
2160,Lutheran Kosciusko Hospital,23
2161,Daviess Community Hospital,3
2162,Ascension St. Vincent Williamsport,5
2163,Pulaski Memorial Hospital,0
2164,Ascension St. Vincent Randolph,12
2165,Indiana University Health Bedford Hospital,10
2166,Evansville Psychiatric Children Center,29
2167,Sycamore Springs,12
2168,Parkview Regional Medical Center,22
2169,NorthEastern Center,10
2170,Porter-Starke Services,32
2171,Brentwood Springs,0
2172,Doctors NeuroPsychiatric Hospital,11
2173,Indiana Spine Hospital,34
2174,Bloomington Regional Rehabilitation Hospital,0
2175,Rehabilitation Hospital of Northern Indiana,0
2176,OSF Heart of Mary Medical Center,86
2177,Genesis Medical Center-Aledo,7
2178,Ascension Alexian Brothers Behavioral Health Hospital,30
2179,Alton Memorial Hospital,10
2180,Streamwood Behavioral Healthcare System,62
2181,Endeavor Health Linden Oaks Hospital,26
2182,UnityPoint Health - Trinity Rock Island,11
2183,Blessing Hospital,32
2184,Northwestern Medicine Central DuPage Hospital,49
2185,Alton Mental Health Center,10
2186,Endeavor Health Evanston Hospital,74
2187,Jesse Brown VA Medical Center,186
2188,Advocate Illinois Masonic Medical Center,499
2189,Van Matre Encompass Health Rehabilitation Hospital,12
2190,Franciscan Health Olympia Fields,15
2191,Kindred Chicago Lakeshore,0
2192,OSF HealthCare Saint Anthony's Health Center,9
2193,Chicago Behavioral Hospital,57
2194,UChicago Medicine AdventHealth Bolingbrook,35
2195,Lincoln Prairie Behavioral Health Center,44
2196,Choate Mental Health Center,4
2197,Union County Hospital,13
2198,Rush-Copley Medical Center,41
2199,Ascension Mercy,42
2200,OSF Transitional Care Hospital,37
2201,Advocate Good Shepherd Hospital,2
2202,Memorial Hospital Belleville,27
2203,HSHS St. Elizabeth's Hospital,53
2204,Franklin Hospital District,6
2205,MacNeal Hospital,73
2206,Carle BroMenn Medical Center,45
2207,OSF St. Joseph Medical Center,64
2208,HSHS St. Joseph's Hospital IL,1
2209,Graham Hospital,7
2210,Memorial Hospital of Carbondale,51
2211,Carlinville Area Hospital,1
2212,Thomas H. Boyd Memorial Hospital,1
2213,Memorial Hospital IL,0
2214,SSM Health St. Mary's Hospital Centralia,3
2215,The Pavilion,29
2216,Sarah Bush Lincoln Health Center,8
2217,Memorial Hospital,4
2218,Thorek Memorial Hospital,482
2219,Advocate Lutheran General Hospital,77
2220,Thorek Memorial Hospital Andersonville,220
2221,Garfield Park Behavioral Hospital,70
2222,Mercyhealth Javon Bea Hospital - Riverside Campus,3
2223,Silver Oaks Behavioral Hospital,24
2224,Anderson Rehabilitation Institute,6
2225,Encompass Health Rehabilitation Institute of Libertyville,0
2226,"Rehabilitation Institute of Southern Illinois, LLC, The",4
2227,Montrose Behavioral Health Hospital,229
2228,"Quad Cities Rehabilitation Institute, The",24
2229,Mercy Crystal Lake Hospital and Medical Center,0
2230,Mira Neuro Behavioral Health Care,0
2231,Northwestern Memorial Hospital,1000
2232,Chicago-Read Mental Health Center,100
2233,University of Illinois Hospital,262
2234,Ann & Robert H. Lurie Children's Hospital of Chicago,1000
2235,John H. Stroger Jr. Hospital of Cook County,330
2236,Holy Cross Hospital IL,67
2237,Saint Anthony Hospital,131
2238,Jackson Park Hospital and Medical Center,146
2239,La Rabida Children's Hospital,71
2240,Loretto Hospital,123
2241,Weiss Memorial Hospital,236
2242,Loyola University Medical Center,58
2243,Insight Hospital and Medical Center,279
2244,Mount Sinai Hospital,97
2245,Community First Medical Center,139
2246,Humboldt Park Health,157
2247,Rush University Medical Center,365
2248,Provident Hospital of Cook County,109
2249,Shirley Ryan AbilityLab,930
2250,Schwab Rehabilitation Hospital,87
2251,Ascension Resurrection,121
2252,Hartgrove Behavioral Health System,76
2253,Roseland Community Hospital,82
2254,St. Bernard Hospital and Health Care Center,126
2255,Northwestern Medicine Palos Hospital,23
2256,Ascension Saint Joseph - Chicago,299
2257,Ascension Saint Mary - Chicago,190
2258,Shriners Hospitals for Children-Chicago,83
2259,Advocate Trinity Hospital,47
2260,South Shore Hospital IL,66
2261,Endeavor Health Swedish Hospital,116
2262,University of Chicago Medical Center,141
2263,OSF Sacred Heart Medical Center,12
2264,Warner Hospital and Health Services,11
2265,Veterans Affairs Illiana Health Care System,7
2266,Decatur Memorial Hospital,11
2267,HSHS St. Mary's Hospital,20
2268,Northwestern Medicine Kishwaukee Hospital,9
2269,Ascension Holy Family,69
2270,Katherine Shaw Bethea Hospital,13
2271,Advocate Good Samaritan Hospital,31
2272,Captain James A. Lovell Federal Health Care Center,33
2273,Marshall Browning Hospital,2
2274,"Genesis Medical Center, Silvis",18
2275,Touchette Regional Hospital,8
2276,HSHS St. Anthony's Memorial Hospital,21
2277,Ferrell Hospital,14
2278,Elgin Mental Health Center,46
2279,Ascension Saint Joseph - Elgin,22
2280,Advocate Sherman Hospital,30
2281,Ascension Alexian Brothers,45
2282,Endeavor Health Elmhurst Hospital,62
2283,Carle Eureka Hospital,1
2284,Ascension Saint Francis,107
2285,OSF Healthcare Little Company of Mary Medical Center,46
2286,Fairfield Memorial Hospital,3
2287,Clay County Hospital IL,3
2288,Riveredge Hospital,38
2289,FHN Memorial Hospital,12
2290,Midwest Medical Center,1
2291,OSF St. Mary Medical Center,8
2292,Hammond-Henry Hospital,6
2293,Northwestern Medicine Delnor Hospital,28
2294,Gibson Area Hospital and Health Services,0
2295,UChicago Medicine AdventHealth GlenOaks,44
2296,Gateway Regional Medical Center,34
2297,HSHS Holy Family Hospital in Greenville,2
2298,Harrisburg Medical Center,4
2299,Mercyhealth Hospital and Medical Center - Harvard,5
2300,UChicago Medicine Ingalls Memorial,25
2301,Mason District Hospital,17
2302,Advocate South Suburban Hospital,23
2303,Herrin Hospital,11
2304,HSHS St. Joseph's Hospital,5
2305,Hillsboro Area Hospital,2
2306,"Edward Hines, Jr. Veterans Affairs Hospital",55
2307,Hopedale Medical Complex,0
2308,UChicago Medicine AdventHealth Hinsdale,33
2309,RML Specialty Hospital,26
2310,Ascension St. Alexius,28
2311,Carle Hoopeston Regional Health Center,5
2312,Jacksonville Memorial Hospital,4
2313,Jersey Community Hospital,3
2314,Ascension Saint Joseph - Joliet,34
2315,Silver Cross Hospital,23
2316,Riverside Medical Center IL,19
2317,Ascension St. Mary - Kankakee,26
2318,OSF Saint Luke Medical Center,2
2319,UChicago Medicine AdventHealth La Grange,20
2320,Northwestern Medicine Lake Forest Hospital,32
2321,Lawrence County Memorial Hospital,12
2322,Advocate Condell Medical Center,34
2323,Lincoln Memorial Hospital,5
2324,HSHS St. Francis Hospital,3
2325,Northwestern Medicine McHenry,37
2326,McDonough District Hospital,3
2327,Heartland Regional Medical Center,10
2328,Marion Veterans Affairs Medical Center,25
2329,Anderson Hospital,12
2330,Hamilton Memorial Hospital District,3
2331,Chester Mental Health Center,2
2332,OSF Saint Paul Medical Center,6
2333,Massac Memorial Hospital,5
2334,OSF Holy Family Medical Center,4
2335,Kirby Medical Center,6
2336,Morris Hospital & Healthcare Centers,13
2337,Morrison Community Hospital,3
2338,Wabash General Hospital,1
2339,SSM Health Good Samaritan Hospital,17
2340,Crossroads Community Hospital,9
2341,St. Joseph Memorial Hospital,9
2342,Endeavor Health Edward Hospital,33
2343,Washington County Hospital IL,1
2344,Kindred Hospital Chicago-Northlake,56
2345,Advocate Christ Medical Center,57
2346,Rush Oak Park Hospital,100
2347,West Suburban Medical Center,112
