Hospital Name,Verizon
Vibra Hospitals of Southeastern Michigan - Taylor Campus,1
Select Specialty Hospital - Battle Creek,0
Sparrow Specialty Hospital,18
Henry Ford West Bloomfield Hospital,3
Behavioral Center of Michigan,3
BCA StoneCrest Center,1
MyMichigan Medical Center Alpena,2
Trinity Health Ann Arbor Hospital,1
University of Michigan Medical Center,29
Veterans Affairs Ann Arbor Healthcare System,9
McLaren Thumb Region,0
Bronson Battle Creek Hospital,0
Battle Creek Veterans Affairs Medical Center,0
McLaren Bay Region,3
Corewell Health Lakeland Hospitals,0
Corewell Health Big Rapids Hospital,2
Ascension Brighton Center for Recovery,0
Munson Healthcare Cadillac Hospital,0
McLaren Caro Region,0
Caro Center,1
Sparrow Carson Hospital,0
Hills & Dales Healthcare,0
Munson Healthcare Charlevoix Hospital,0
Sparrow Eaton Hospital,2
Chelsea Hospital,2
MyMichigan Medical Center Clare,0
ProMedica Coldwater Regional Hospital,0
"Corewell Health's Beaumont Hospital, Dearborn",4
John D. Dingell Department of Veterans Affairs Medical Center,14
Deckerville Community Hospital,0
Center for Forensic Psychiatry,0
DMC Children's Hospital of Michigan,14
"Ascension Macomb-Oakland Hospital, Warren Campus",3
Cedar Creek Hospital of Michigan,1
ProMedica Charles and Virginia Hickman Hospital,0
Pioneer Specialty Hospital,2
Select Specialty Hospital - Corewell Health Grand Rapids,4
DMC Detroit Receiving Hospital & University Health Center,12
DMC Sinai-Grace Hospital,4
Henry Ford Hospital,17
"Ascension Providence Hospital, Southfield Campus",4
Surgeons Choice Medical Center,4
DMC Rehabilitation Institute of Michigan,12
Ascension St. John Hospital,4
Straith Hospital for Special Surgery,1
Ascension Borgess-Lee Hospital,0
Eaton Rapids Medical Center,1
Walter P. Reuther Psychiatric Hospital,1
OSF St. Francis Hospital and Medical Group,1
"Corewell Health's Beaumont Hospital, Farmington Hills",2
Henry Ford Kingswood Hospital,2
Hurley Medical Center,0
McLaren Flint,1
Munson Healthcare Paul Oliver Memorial Hospital,0
Corewell Health Gerber Hospital,4
Garden City Hospital,0
Munson Healthcare Otsego Memorial Hospital,3
MyMichigan Medical Center Gladwin,0
Trinity Health Grand Haven Hospital,0
Forest View Psychiatric Hospital,4
Mary Free Bed Rehabilitation Hospital,6
Pine Rest Christian Mental Health Services,3
Trinity Health Grand Rapids Hospital,9
University of Michigan Health - West,8
Munson Healthcare Grayling Hospital,6
"Corewell Health's Beaumont Hospital, Grosse Pointe",5
UP Health System - Portage,0
Harbor Beach Community Hospital Inc.,0
Corewell Health Pennock Hospital,6
Hillsdale Hospital,0
Holland Hospital,2
Trinity Health Livingston Hospital,2
Sparrow Ionia Hospital,2
Marshfield Medical Center - Dickinson,3
Oscar G. Johnson Department of Veterans Affairs Medical Facility,3
"Aspirus Ironwood Hospital & Clinics, Inc.",0
UP Health System - Bell,0
Henry Ford Jackson Hospital,17
Bronson Methodist Hospital,14
Kalamazoo Psychiatric Hospital,2
Kalkaska Memorial Health Center,7
Baraga County Memorial Hospital,0
Sparrow Hospital,20
McLaren Lapeer Region,1
Aspirus Keweenaw Hospital,1
Trinity Health Livonia Hospital,2
Corewell Health Ludington Hospital,3
Schoolcraft Memorial Hospital,0
Marlette Regional Hospital,1
Munson Healthcare Manistee Hospital,1
UP Health System - Marquette,4
Oaklawn Hospital,2
MyMichigan Medical Center Midland,0
ProMedica Monroe Regional Hospital,0
Henry Ford Macomb Hospital,5
McLaren Macomb,3
McLaren Central Michigan,7
Munising Memorial Hospital,0
Harbor Oaks Hospital,2
Helen Newberry Joy Hospital & Healthcare Center,0
Hawthorn Center,7
Ascension Standish Hospital,0
Memorial Healthcare,4
Bronson LakeView Hospital,1
McLaren Northern Michigan,4
Scheurer Health,0
Pontiac General Hospital,1
Trinity Health Oakland Hospital,3
McLaren Oakland,2
Lake Huron Medical Center,6
McLaren Port Huron,6
Corewell Health Reed City Hospital,1
Ascension Providence Rochester Hospital,3
DMC Huron Valley-Sinai Hospital,2
Corewell Health William Beaumont University Hospital,7
HealthSource Saginaw Inc.,0
Ascension St. Mary's Hospital,2
Aleda E. Lutz Department of Veterans Affairs Medical Center,1
Ascension River District Hospital,2
"Mackinac Straits Health System, Inc.",1
Sparrow Clinton Hospital,3
McKenzie Health System,0
MyMichigan Medical Center Sault,7
Trinity Health Shelby Hospital,0
Sheridan Community Hospital,0
Bronson South Haven Hospital,0
Sturgis Hospital,0
Ascension St. Joseph Hospital,1
"Three Rivers Health System, Inc.",0
Corewell Health Taylor Hospital,3
"Corewell Health's Beaumont Hospital, Trenton",3
Corewell Health Beaumont Troy Hospital,2
Insight Surgical Hospital,0
Corewell Health Watervliet Hospital,3
MyMichigan Medical Center West Branch,1
Henry Ford Wyandotte Hospital,2
Corewell Health Zeeland Hospital,0
Forest Health Medical Center,2
Indianhead Medical Center,1
Bellin Psychiatric Center,0
Holy Family Memorial,2
Mercyhealth Hospital and Trauma Center - Janesville,3
Aurora St. Luke's Medical Center,10
Aurora Medical Center Kenosha,2
Aurora BayCare Medical Center,7
Ascension Southeast Wisconsin Hospital - St. Joseph's Campus,3
Orthopaedic Hospital of Wisconsin,7
Select Specialty Hospital-Milwaukee,13
Children's Hospital of Wisconsin-Fox Valley,7
Oakleaf Surgical Hospital,5
Aurora Medical Center of Oshkosh,0
Amery Hospital and Clinic,0
Marshfield Medical Center - Weston,0
Bellin Health Oconto Hospital,0
Mercyhealth Hospital and Medical Center - Walworth,0
Lakeview Specialty Hospital and Rehab,1
Aspirus Langlade Hospital,1
Select Specialty Hospital-Madison,21
ThedaCare Regional Medical Center-Appleton,4
Ascension Northeast Wisconsin St. Elizabeth Hospital,1
Tamarack Health Ashland Medical Center,0
Western Wisconsin Health,3
SSM Health St. Clare Hospital-Baraboo,1
Mayo Clinic Health System - Northland in Barron,14
Marshfield Medical Center - Beaver Dam,1
Beloit Health System,2
ThedaCare Medical Center-Berlin,0
Aurora Medical Center Summit,6
Black River Memorial Hospital,1
Mayo Clinic Health System - Chippewa Valley in Bloomer,2
Gundersen Boscobel Area Hospital and Clinics,0
Aurora Medical Center Burlington,1
Ascension Calumet Hospital,0
Southwest Health,0
Midwest Orthopedic Specialty Hospital,1
Aurora Medical Center Grafton,0
ProHealth Rehabilitation Hospital of Wisconsin,1
Ascension Southeast Wisconsin Hospital - Franklin Campus,1
Ascension Columbia St. Mary's Hospital Milwaukee,20
"Prairie Ridge Health, Inc.",1
Cumberland Healthcare,1
Memorial Hospital of Lafayette County,0
Upland Hills Health,0
AdventHealth Durand,0
Aspirus Eagle River Hospital,0
Mayo Clinic Health System in Eau Claire,10
Edgerton Hospital and Health Services,0
Aurora Lakeland Medical Center,0
SSM Health St. Agnes Hospital - Fond du Lac,3
Fort HealthCare,0
Gundersen Moundview Hospital & Clinics,0
Burnett Medical Center,0
Bellin Hospital,11
SSM Health St. Mary's Hospital Janesville,1
HSHS St. Mary's Hospital Medical Center,0
HSHS St. Vincent Hospital,7
Aurora Medical Center in Washington County,2
Marshfield Medical Center - Minocqua,0
Tamarack Health Hayward Medical Center,0
UW Health Rehabilitation Hospital,2
Willow Creek Behavioral Health,0
Gundersen St. Joseph's Hospital and Clinics,1
Hudson Hospital and Clinic,11
Froedtert Community Hospital - New Berlin,0
Granite Hills Hospital,0
Mental Health Emergency Center,0
Froedtert South - Kenosha Medical Center,0
Gundersen Lutheran Medical Center,0
Mayo Clinic Health System in La Crosse,7
Marshfield Medical Center - Ladysmith,3
Grant Regional Health Center,0
UnityPoint Health Meriter,17
Mendota Mental Health Institute,0
SSM Health St. Mary's Hospital,7
University Hospital WI,5
William S. Middleton Memorial Veterans' Hospital,4
Aurora Medical Center - Bay Area,0
Marshfield Medical Center,1
Aurora Sinai Medical Center,33
Norwood Health Center,1
Mile Bluff Medical Center,0
Aspirus Medford Hospital & Clinics,0
Froedtert Menomonee Falls Hospital,1
Mayo Clinic Health System - Red Cedar in Menomonie,0
"Aspirus Merrill Hospital & Clinics, Inc.",0
Children's Wisconsin,10
Ascension Southeast Wisconsin Hospital - Elmbrook Campus,1
Ascension Sacred Heart Rehabilitation Hospital,0
Ascension St. Francis Hospital,2
SSM Health Monroe Clinic,8
ThedaCare Regional Medical Center-Neenah,7
Marshfield Medical Center - Neilsville,0
ThedaCare Medical Center-New London,0
Westfields Hospital and Clinic,0
ProHealth Oconomowoc Memorial Hospital,5
Rogers Behavioral Health,0
HSHS St. Clare Memorial Hospital,0
Osceola Medical Center,1
Ascension Northeast Wisconsin Mercy Hospital,0
Mayo Clinic Health System - Oakridge in Osseo,1
Marshfield Medical Center - Park Falls,0
Aspirus Divine Savior Hospital & Clinics,0
Crossing Rivers Health,2
Sauk Prairie Healthcare,0
Ascension All Saints,4
Reedsburg Area Medical Center,0
Aspirus Rhinelander Hospital,0
Marshfield Medical Center - Rice Lake,1
Richland Hospital,2
SSM Health Ripon Community Hospital,0
River Falls Area Hospital,2
St. Croix Regional Medical Center,1
ThedaCare Medical Center-Shawano,0
HSHS St. Nicholas Hospital,0
Aurora Medical Center - Sheboygan County,1
Mayo Clinic Health System in Sparta,0
Spooner Health,0
"Aspirus Stanley Hospital & Clinics, Inc.",1
"Aspirus Steven’s Point Hospital & Clinics, Inc.",1
Stoughton Health,2
Door County Medical Center,0
Essentia Health St. Mary's Hospital of Superior,0
Tomah Health,0
Tomah VA Medical Center,0
Aspirus Tomahawk Hospital,0
Aurora Medical Center - Manitowoc County,0
Vernon Memorial Healthcare,1
Watertown Regional Medical Center,0
Waukesha County Mental Health Center,1
ProHealth Waukesha Memorial Hospital,0
ThedaCare Medical Center-Waupaca,1
SSM Health Waupun Memorial Hospital,0
North Central Health Care,0
"Aspirus Wausau Hospital, Inc.",0
Froedtert and the Medical College of Wisconsin Froedtert Hospital,11
Aurora Psychiatric Hospital,18
Aurora West Allis Medical Center,13
Froedtert West Bend Hospital,5
Gundersen Tri-County Hospital and Clinics,1
Theda Care Medical Center - Wild Rose,0
Winnebago Mental Health Institute,0
"Aspirus Riverview Hospital and Clinics, Inc.",0
Clement J. Zablocki Veterans' Administration Medical Center,5
"Howard Young Medical Center, Inc.",4
Fond Du Lac County Mental Health Center,1
Brown County Community Treatment Center,1
Marshfield Medical Center - Eau Claire Hospital,0
Ascension Wisconsin Hospital - Menomonee Falls Campus,0
Rehabilitation Hospital of Western Wisconsin,0
Milwaukee Rehabilitation Hospital at Greenfield,0
Encompass Rehabilitation Hospital of Lakeview,0
Cumberland Hall Hospital,0
Owensboro Health Regional Hospital,2
Federal Medical Center,0
Southern Kentucky Rehabilitation Hospital,2
Kentucky River Medical Center,1
Medical Center at Bowling Green,1
Gateway Rehabilitation Hospital,1
Select Specialty Hospital-Northern Kentucky,8
Rivendell Behavioral Health,1
Commonwealth Regional Specialty Hospital,1
ContinueCARE Hospital at Baptist Health Corbin,4
Continuing Care Hospital,10
Select Specialty Hospital-Central Kentucky,22
The Brook at Dupont,15
The Brook Hospital - KMI,1
King's Daughters Medical Center KY,0
Barbourville ARH Hospital,0
CHI Saint Joseph Health - Flaget Memorial Hospital,0
Marshall County Hospital,0
CHI Saint Joseph Health - Saint Joseph Berea,2
TriStar Greenview Regional Hospital,3
Trigg County Hospital,0
T.J. Health Columbia,0
Taylor Regional Hospital KY,0
Carroll County Memorial Hospital KY,1
Baptist Health Corbin,3
St. Elizabeth Edgewood,2
St. Elizabeth Florence,6
Harrison Memorial Hospital,0
Ephraim McDowell Regional Medical Center,4
Baptist Health Hardin,0
Fleming County Hospital,0
Colonel Florence A. Blanchfield Army Community Hospital,3
St. Elizabeth Fort Thomas,8
Frankfort Regional Medical Center,3
Medical Center at Franklin,1
Georgetown Community Hospital,1
T. J. Samson Community Hospital,1
Encompass Health Rehabilitation Hospital of Northern Kentucky,1
Jane Todd Crawford Hospital,0
Owensboro Health Muhlenberg Community Hospital,0
Breckinridge Memorial Hospital,0
Harlan ARH Hospital,1
Ephraim McDowell James B. Haggin Memorial Hospital,0
Ohio County Hospital,0
Hazard ARH Regional Medical Center,0
Deaconess Henderson Hospital,1
Jennie Stuart Medical Center,0
Western State Hospital KY,1
Mary Breckinridge ARH Hospital,0
Mercy Health - Marcum and Wallace,0
Baptist Health Louisville,18
Baptist Health La Grange,9
Spring View Hospital,3
Owensboro Health Twin Lakes Regional Medical Center,1
Encompass Health Cardinal Hill Rehabilitation Hospital,6
Baptist Health Lexington,15
Eastern State Hospital KY,0
Ridge Behavioral Health System,5
CHI Saint Joseph Health - Saint Joseph East,4
CHI Saint Joseph Health,10
ContinueCARE Hospital at Madisonville,1
SUN Behavioral Kentucky,7
University of Kentucky Albert B. Chandler Hospital,12
Lexington VAMC,15
Casey County Hospital,1
CHI Saint Joseph Health - Saint Joseph London,6
Three Rivers Medical Center,0
Norton Hospital,54
Central State Hospital KY,3
UofL Health - Jewish Hospital,58
Norton Children's Hospital,59
UofL Health - UofL Hospital,28
Robley Rex Department of Veterans Affairs Medical Center,7
UofL Health - Peace Hospital,10
Kindred Hospital-Louisville,11
UofL Health - Mary and Elizabeth Hospital,1
"Baptist Health Deaconess Madisonville, Inc.",1
Crittenden County Hospital,0
ARH Our Lady of the Way,0
Jackson Purchase Medical Center,1
Wayne County Hospital,0
Meadowview Regional Medical Center,0
McDowell ARH Hospital,0
Middlesboro ARH Hospital,0
St. Claire HealthCare,2
Deaconess Union County Hospital,0
CHI Saint Joseph Health - Saint Joseph Mount Sterling,1
Rockcastle Regional Hospital and Respiratory Care Center,0
Murray-Calloway County Hospital,1
RiverValley Behavioral Health Hospital,0
Mercy Health - Lourdes Hospital,7
Baptist Health Paducah,13
Paintsville ARH Hospital,2
Bourbon Community Hospital,0
Pikeville Medical Center,3
Pineville Community Health Center,1
Highlands ARH Regional Medical Center,0
Caldwell Medical Center,0
Lincoln Trail Behavioral Health System,3
Baptist Health Richmond,4
Logan Memorial Hospital,0
Medical Center at Scottsville,0
UofL Health - Shelbyville Hospital,3
Tug Valley ARH Regional Medical Center,2
Ephraim McDowell Fort Logan Hospital,1
Lake Cumberland Regional Hospital,3
Monroe County Medical Center,1
Bluegrass Community Hospital,3
Morgan County ARH Hospital,0
Whitesburg ARH Hospital,1
St. Elizabeth Grant,1
Clark Regional Medical Center,3
Russell County Hospital,0
The Medical Center Albany,8
Cumberland County Hospital,0
The Medical Center at Caverna,0
AdventHealth Manchester,3
Livingston Hospital and Healthcare Services,1
ContinueCARE Hospital at Baptist Health Paducah,13
TriStar Centennial Medical Center,7
Vanderbilt Wilson County Hospital,2
Ascension Saint Thomas River Park,4
Vanderbilt Stallworth Rehabilitation Hospital,25
"Quillen Rehabilitation Hospital, a joint venture of Ballad Health and Encompass Health",1
Starr Regional Medical Center,1
Encompass Health Rehabilitation Hospital of Kingsport,5
"Encompass Health Rehabilitation Hospital of Memphis, a partner of Methodist Healthcare",13
Parkridge Medical Center,5
Indian Path Community Hospital,12
Baptist Memorial Hospital-Collierville,4
CHI Memorial,5
Tennessee Valley HCS - Nashville and Murfreesboro,27
Select Specialty Hospital Nashville,26
Baptist Memorial Hospital for Women,2
Johnson County Community Hospital,3
TriStar StoneCrest Medical Center,11
Saint Francis Hospital-Bartlett,2
Western Mental Health Institute,0
"West Tennessee Healthcare Rehabilitation Hospital Cane Creek, a partnership with Encompass Health",5
Ascension Saint Thomas Hospital for Specialty Surgery,18
Select Specialty Hospital-North Knoxville,6
West Tennessee Healthcare Bolivar Hospital,0
"Encompass Health Rehabilitation Hospital of North Memphis, a partner of Methodist Healthcare",1
Select Specialty Hospital-Memphis,8
Bristol Regional Medical Center,10
Select Specialty Hospital-Tri Cities,10
Hancock County Hospital,1
TriStar Summit Medical Center,10
Baptist Memorial Restorative Care Hospital,0
Tennova Healthcare - Cleveland,6
Tennova North Knoxville Medical Center,6
Erlanger Medical Center,9
West Tennessee Healthcare Camden Hospital,2
Riverview Regional Medical Center TN,2
Ascension Saint Thomas Hickman,0
Kindred Hospital-Chattanooga,13
Moccasin Bend Mental Health Institute,2
Siskin Hospital for Physical Rehabilitation,10
Rolling Hills Hospital TN,5
Tennova Healthcare-Clarksville,6
Maury Regional Medical Center,2
Cookeville Regional Medical Center,7
Baptist Memorial Hospital-Tipton,0
Cumberland Medical Center,3
Rhea Medical Center,2
TriStar Horizon Medical Center,5
Sycamore Shoals Hospital,3
West Tennessee Healthcare Dyersburg Hospital,5
Unicoi County Hospital,1
Lincoln County Health System,1
Williamson Medical Center,7
