From Current Year File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL HOSPITALS WITH SELECTED DATA FIELDS (FY2022 Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: AHA DataQuery™, FY2022/Current Year Data. Copyrighted and licensed by Health Forum LLC, an American Hospital Association company, Chicago, 2024.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List created by Alyssa Vincent on May 3, 2024, AHA Resource Center, (312) 422-2008, avincent@aha.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We used the most current information available, which includes 2022 data; some hospitals added since the 2022 survey was completed will not have complete data. Additionally, some hospitals may have closed and have been removed from the data.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,AHA ID,Medicare Provider ID,Hospital Name,Address,City,State,Zip,Area code,Local telephone number,Web address,Contract managed hospital,Management organization name,Management organization city,Management organization state,Community hospital designation for Stats,Census Bureau codes,County,Latitude,Longitude,Control / Ownership Type,Operates subsidiary corps.,Primary Service,System ID,System Name,System Address,System City,System State,System Zip,System phone,System Primary Contact,System Contact Title,Chief Admin. Name,Air ambulance services - hospital,Air ambulance services - health system,Air ambulance services - joint venture,Ambulance services,Ambulance services - health system,Ambulance services - joint venture,Trauma center certified level,Does your hospital/health system have a significant partnership with an insurer or an insurance company/health plan?,Total Capital Expenditures,Emergency medicine (TE),Hospitalist (TE),Intensivist (TE),Obstetrics/gynecology (TE),Other specialists (TE),Primary care (TE),Radiologists/pathologist/anesthesiologist (TE),Total Physicians (TE)
CY,6390124,100316,Health First Palm Bay Hospital,1425 Malabar Road NE,Palm Bay,FL,32907-2506,321,4348000,https://hf.org/healthcare-home/location-directory/palm-bay-hospital,No,,,,Yes,12009,"Brevard, FL",27.9984,-80.6127,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990328,"Health First, Inc.",6450 US Highway 1,Rockledge,FL,32955-5747,(321)434-7000,Kent Smith,Interim Chief Executive Officer,"Brett A. Esrock, President",No,Yes,No,No,No,Yes,,Yes,7590696,0,96,4,2,62,0,0,164
CY,6390126,104078,Suncoast Behavioral Health Center,4480 51st Street West,Bradenton,FL,34210-2855,941,2515000,http://www.suncoastbhc.com,No,,,,No,12081,"Manatee, FL",27.4597,-82.6133,Investor-owned; for-profit - Corporation,Yes,Children's psychiatric,5999555,"Universal Health Services, Inc.",367 South Gulph Road,King of Prussia,PA,19406-3121,(610)768-3300,Marc D. Miller,Chief Executive Officer,"Brandy Hamilton, Chief Executive Officer",No,No,No,No,No,No,,,,,,,,,,,
CY,6390129,102019,Kindred Hospital Ocala,1500 SW 1st Avenue,Ocala,FL,34471-6504,352,3690513,http://www.kindredocala.com/,,,,,Yes,12083,"Marion, FL",29.1754,-82.1388,Investor-owned; for-profit - Corporation,,Acute Long-Term Care,5991096,ScionHealth,680 South Fourth Street,Louisville,KY,40202-2407,(502)596-7300,Robert F. Jay,Chief Executive Officer,"Merlene Bhoorasingh, Administrator",,,,,,,,,,,,,,,,,
CY,6390131,104071,The Vines,3130 SW 27th Avenue,Ocala,FL,34471-4306,352,6713130,http://www.thevineshospital.com,No,,,,No,12083,"Marion, FL",29.1556,-82.1708,Investor-owned; for-profit - Corporation,No,Psychiatric,5999555,"Universal Health Services, Inc.",367 South Gulph Road,King of Prussia,PA,19406-3121,(610)768-3300,Marc D. Miller,Chief Executive Officer,"Mike Tacke, Chief Executive Officer",No,No,No,No,No,No,,No,,0,0,0,0,8,0,0,8
CY,6390135,100211,AdventHealth Dade City,13100 Fort King Road,Dade City,FL,33525-5294,352,5211100,http://www.floridahospital.com/dade-city,,,,,Yes,12101,"Pasco, FL",28.3479,-82.2014,Nongovt. (not-for-profit) - Church Operated,,General medical and surgical,5994165,AdventHealth,900 Hope Way,Altamonte Springs,FL,32714-1502,(407)357-1000,Terry Shaw,President and Chief Executive Officer,"Michael Murrill, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390145,100307,Ascension St. Vincent's Southside,4201 Belfort Road,Jacksonville,FL,32216-1431,904,2963700,http://www.jaxhealth.com,No,,,,Yes,12031,"Duval, FL",30.2538,-81.5827,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5990198,Ascension Healthcare,4600 Edmundson Road,Saint Louis,MO,63134,(314)733-8000,"Joseph R. Impicciche, JD, MHA",Chief Executive Officer,"James Machado, President",No,No,No,No,No,No,,,29640273,0,0,22,4,95,9,0,130
CY,6390146,102020,Select Specialty Hospital-Tallahassee,1554 Surgeons Drive,Tallahassee,FL,32308-4631,850,2196950,http://tallahassee.selectspecialtyhospitals.com/,,,,,Yes,12073,"Leon, FL",30.4618,-84.2528,Investor-owned; for-profit - Corporation,,Acute Long-Term Care,5990181,Select Medical Corporation,4714 Gettysburg Road,Mechanicsburg,PA,17055-4325,(717)972-1100,David S. Chernow,Chief Executive Officer,"Shawn Dilmore, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390147,102024,Select Specialty Hospital-Pensacola,7000 Cobble Creek Drive,Pensacola,FL,32504-8638,850,4734800,https://www.selectspecialtyhospitals.com/locations-and-tours/fl/pensacola/pensacola/?utm_source=gmb&utm_medium=organic,,,,,Yes,12033,"Escambia, FL",30.4786,-87.2155,Investor-owned; for-profit - Corporation,,Acute Long-Term Care,5990181,Select Medical Corporation,4714 Gettysburg Road,Mechanicsburg,PA,17055-4325,(717)972-1100,David S. Chernow,Chief Executive Officer,"Randall C. Lambert, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390148,102023,Select Specialty Hospital-Palm Beach,3060 Melaleuca Lane,Lake Worth,FL,33461-5174,561,3577200,http://www.selectspecialtyhospitals.com/company/locations/palmbeach.aspx,,,,,Yes,12099,"Palm Beach, FL",26.6089,-80.0916,Investor-owned; for-profit - Corporation,,Acute Long-Term Care,5990181,Select Medical Corporation,4714 Gettysburg Road,Mechanicsburg,PA,17055-4325,(717)972-1100,David S. Chernow,Chief Executive Officer,"Larry Melby, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390149,102022,Select Specialty Hospital-Gainesville,"1600 SW Archer Road, 5th Floor",Gainesville,FL,32610,352,3373240,http://gainesville.selectspecialtyhospitals.com/,,,,,Yes,12001,"Alachua, FL",29.6321,-82.3639,Investor-owned; for-profit - Corporation,,Acute Long-Term Care,5990181,Select Medical Corporation,4714 Gettysburg Road,Mechanicsburg,PA,17055-4325,(717)972-1100,David S. Chernow,Chief Executive Officer,"Rhonda Sherrod, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390150,100276,Broward Health Coral Springs,3000 Coral Hills Drive,Coral Springs,FL,33065-4108,954,3443000,http://www.browardhealth.org,No,,,,Yes,12011,"Broward, FL",26.2684,-80.2557,Govt. (non federal) - Hospital district,No,General medical and surgical,5993115,Broward Health,1800 NW 49th Street,Fort Lauderdale,FL,33309-3092,(954)355-4400,Shane Strum,President and Chief Executive Officer,"Calvin E Glidewell Jr., Interim Chief Executive Officer",No,No,Yes,No,No,Yes,,No,2221000,0,0,0,0,0,12,0,12
CY,6390160,100265,Mease Countryside Hospital,3231 McMullen Booth Road,Safety Harbor,FL,34695-6607,727,7256111,https://baycare.org/locations/hospitals/mease-countryside-hospital/patients-and-visitors,No,,,,Yes,12103,"Pinellas, FL",28.0388,-82.7078,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5991091,BayCare Health System,,,,,(727)820-8200,"Stephanie Conners, MSA, BSN, RN",President and Chief Executive Officer,"Kelly Enriquez, President, Mease Hospitals",No,No,Yes,No,No,Yes,,No,23996165,0,0,0,0,0,0,0,0
CY,6390161,100045,AdventHealth DeLand,701 West Plymouth Avenue,DeLand,FL,32720-3236,386,9434522,https://www.adventhealth.com/hospital/adventhealth-deland,,,,,Yes,12127,"Volusia, FL",29.0439,-81.3175,Nongovt. (not-for-profit) - Other,,General medical and surgical,5994165,AdventHealth,900 Hope Way,Altamonte Springs,FL,32714-1502,(407)357-1000,Terry Shaw,President and Chief Executive Officer,"Eric E. Lunde, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390170,100043,Mease Dunedin Hospital,601 Main Street,Dunedin,FL,34698-5891,727,7331111,https://baycare.org/locations/hospitals/mease-dunedin-hospital/patients-and-visitors,No,,,,Yes,12103,"Pinellas, FL",28.0137,-82.7827,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5991091,BayCare Health System,,,,,(727)820-8200,"Stephanie Conners, MSA, BSN, RN",President and Chief Executive Officer,"Kelly Enriquez, President, Mease Hospitals",No,No,No,No,No,Yes,,No,2570478,0,0,0,0,0,0,0,0
CY,6390180,100228,HCA Florida Westside Hospital,8201 West Broward Boulevard,Plantation,FL,33324-2701,954,4736600,http://www.westsideregional.com,No,,,,Yes,12011,"Broward, FL",26.1235,-80.2595,Investor-owned; for-profit - Corporation,No,General medical and surgical,5990048,HCA Healthcare,1 Park Plaza,Nashville,TN,37203-1548,(615)344-5248,Samuel Hazen,President and Chief Executive Officer,"Drew Tyrer, Chief Executive Officer",No,No,No,No,No,No,,,,,,,,,,,
CY,6390188,102025,Kindred Hospital the Palm Beaches,5555 West Blue Heron Boulevard,Riviera Beach,FL,33418-7813,561,8400754,http://www.khthepalmbeaches.com/,No,,,,No,12099,"Palm Beach, FL",26.7829,-80.1104,Investor-owned; for-profit - Corporation,No,Acute Long-Term Care,5991096,ScionHealth,680 South Fourth Street,Louisville,KY,40202-2407,(502)596-7300,Robert F. Jay,Chief Executive Officer,"Elayne Honerlaw, Chief Executive Officer",No,No,No,No,No,Yes,,,,,,,,,,,
CY,6390190,100057,AdventHealth Waterman,1000 Waterman Way,Tavares,FL,32778-5266,352,2533333,http://www.fhwat.org,No,,,,Yes,12069,"Lake, FL",28.8238,-81.7147,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5994165,AdventHealth,900 Hope Way,Altamonte Springs,FL,32714-1502,(407)357-1000,Terry Shaw,President and Chief Executive Officer,"Abel Biri, President and Chief Executive Officer",No,Yes,No,No,No,No,,,12429449,0,0,0,0,0,0,0,0
CY,6390200,100140,Baptist Medical Center Nassau,1250 South 18th Street,Fernandina Beach,FL,32034-3098,904,3213500,http://www.baptistjax.com/locations/baptist-medical-center-nassau,No,,,,Yes,12089,"Nassau, FL",30.6531,-81.4486,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990005,Baptist Health,"841 Prudential Drive, Suite 1601",Jacksonville,FL,32207-8202,(904)202-2000,"Michael A Mayo, DHA, FACHE",President and Chief Executive Officer,"Matthew Zuino, Interim President",No,No,No,No,No,No,,No,8793316,0,27,4,1,33,63,0,128
CY,6390205,100289,Cleveland Clinic Florida,2950 Cleveland Clinic Boulevard,Weston,FL,33331-3602,954,6595000,http://www.clevelandclinic.org/florida,No,,,,Yes,12011,"Broward, FL",26.0816,-80.3638,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990212,Cleveland Clinic Health System,9500 Euclid,Cleveland,OH,44195-5108,(216)444-2200,"Tomislav Mihaljevic, MD",Chief Executive Officer and President,"Conor P Delaney, Chief Executive Officer and President",No,No,Yes,No,No,Yes,,No,20828349,16,21,18,9,203,45,63,375
CY,6390210,100039,Broward Health Medical Center,1600 South Andrews Avenue,Fort Lauderdale,FL,33316-2510,954,3554400,http://www.browardhealth.org,No,,,,Yes,12011,"Broward, FL",26.1022,-80.1408,Govt. (non federal) - Hospital district,No,General medical and surgical,5993115,Broward Health,1800 NW 49th Street,Fort Lauderdale,FL,33309-3092,(954)355-4400,Shane Strum,President and Chief Executive Officer,"Aurelio Fernandez, Chief Executive Officer",No,No,Yes,No,No,Yes,Regional Resource Trauma Center,Yes,11276000,0,0,0,0,0,1,0,1
CY,6390215,100200,Broward Health,6401 North Federal Highway,Fort Lauderdale,FL,33308-1495,954,7768500,https://www.browardhealth.org/locations/broward-health-imperial-point,No,,,,Yes,12011,"Broward, FL",26.2068,-80.1109,Govt. (non federal) - Hospital district,No,General medical and surgical,5993115,Broward Health,1800 NW 49th Street,Fort Lauderdale,FL,33309-3092,(954)355-4400,Shane Strum,President and Chief Executive Officer,"Calvin E Glidewell Jr., Interim Chief Executive Officer",No,No,Yes,No,No,Yes,,Yes,5435000,0,0,0,0,23,7,0,30
CY,6390222,102021,BayCare Alliant Hospital,601 Main Street,Dunedin,FL,34698-5848,727,7369991,http://www.baycare.org,No,,,,Yes,12103,"Pinellas, FL",28.0137,-82.7827,Nongovt. (not-for-profit) - Other,No,Acute Long-Term Care,5991091,BayCare Health System,,,,,(727)820-8200,"Stephanie Conners, MSA, BSN, RN",President and Chief Executive Officer,"Jacqueline Arocho, Administrator",No,No,No,No,Yes,No,,No,86600,,,,,,,,
CY,6390223,102018,PAM Specialty Hospital of Sarasota,6150 Edgelake Drive,Sarasota,FL,34240-8803,941,3423000,http://www.lifecare-hospitals.com/hospital.php?id=23,No,,,,Yes,12115,"Sarasota, FL",27.3019,-82.4463,Investor-owned; for-profit - Corporation,No,Acute Long-Term Care,5990617,PAM Health,"1828 Good Hope Road, Suite 102",Enola,PA,17025-1233,(717)731-9660,Anthony F Misitano,"Founder, Chairman and Chief Executive Officer","Andrew Schwartz, Chief Executive Officer",No,No,No,No,No,No,,No,518606,,,,,,,,
CY,6390225,100204,HCA Florida North Florida Hospital,6500 Newberry Road,Gainesville,FL,32605-4392,352,3334000,https://www.hcafloridahealthcare.com/locations/north-florida-hospital,No,,,,Yes,12001,"Alachua, FL",29.6603,-82.4116,Investor-owned; for-profit - Corporation,No,General medical and surgical,5990048,HCA Healthcare,1 Park Plaza,Nashville,TN,37203-1548,(615)344-5248,Samuel Hazen,President and Chief Executive Officer,"Eric Lawson, Chief Executive Officer",No,No,No,Yes,No,No,,No,,,,,,,,,
CY,6390230,100073,Holy Cross Hospital FL,4725 North Federal Highway,Fort Lauderdale,FL,33308-4668,954,7718000,http://www.holy-cross.com,No,,,,Yes,12011,"Broward, FL",26.1871,-80.1199,Nongovt. (not-for-profit) - Church Operated,Yes,General medical and surgical,5990906,Trinity Health,20555 Victor Parkway,Livonia,MI,48152-7031,(734)343-1000,"Michael A. Slubowski, FACHE, FACMPE",President and Chief Executive Officer,"Mark Doyle, President and Chief Executive Officer",No,No,No,No,No,No,,No,,,,,,,,,
CY,6390233,104026,Fort Lauderdale Behavioral Health Center,5757 North Dixie Highway,Oakland Park,FL,33301-2393,954,7342000,http://www.ftlauderdalebehavioral.com,,,,,No,12011,"Broward, FL",26.1197,-80.1268,Investor-owned; for-profit - Corporation,,Psychiatric,5999555,"Universal Health Services, Inc.",367 South Gulph Road,King of Prussia,PA,19406-3121,(610)768-3300,Marc D. Miller,Chief Executive Officer,"Manuel R Llano, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390240,100012,Lee Memorial Hospital,2776 Cleveland Avenue,Fort Myers,FL,33901-5855,239,3432000,http://www.leememorial.org,No,,,,Yes,12071,"Lee, FL",26.6282,-81.8743,Govt. (non federal) - Hospital district,No,General medical and surgical,5990369,Lee Health,9800 South Healthpark Drive #405,Fort Myers,FL,33908-7603,(239)343-2000,"Lawrence Antonucci, MD, MBA",President and Chief Executive Officer,"Armando Llechu, Chief Administrative Officer",No,No,Yes,No,No,Yes,Rural Trauma Hospital,No,158191000,,,,,,,,
CY,6390248,100266,Gulf Breeze Hospital,1110 Gulf Breeze Parkway,Gulf Breeze,FL,32561-4884,850,9342000,http://www.ebaptisthealthcare.org/GulfBreezeHospital/,No,,,,Yes,12113,"Santa Rosa, FL",30.3611,-87.157,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990185,Baptist Health Care Corporation,"125 Baptist Way, Suite 6A",Pensacola,FL,32503,(850)434-4011,Mark T Faulkner,President and Chief Executive Officer,"Mark Faulkner, President and Chief Executive Officer",No,No,No,No,No,No,Community Trauma Center,No,1856711,0,0,0,0,0,0,0,0
CY,6390253,100223,HCA Florida Fort Walton-Destin Hospital,1000 Mar-Walt Drive,Fort Walton Beach,FL,32547-6795,850,8621111,https://www.hcafloridahealthcare.com/locations/fort-walton-destin-hospital,,,,,Yes,12091,"Okaloosa, FL",30.4546,-86.6335,Investor-owned; for-profit - Corporation,,General medical and surgical,5990048,HCA Healthcare,1 Park Plaza,Nashville,TN,37203-1548,(615)344-5248,Samuel Hazen,President and Chief Executive Officer,"Zachary McCluskey, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390265,104079,Larkin Community Hospital Behavioral Health Services,1201 North 37th Avenue,Hollywood,FL,33021-5498,954,9621355,http://www.larkinbehavioral.com/,No,,,,No,12011,"Broward, FL",26.0212,-80.1807,Investor-owned; for-profit - Corporation,No,Psychiatric,,,,,,,,,,"Yoely Hernandez, Chief Executive Officer",No,No,No,No,No,No,,,,,,,,,,,
CY,6390271,103046,UF Health Rehab Hospital,2708 Southwest Archer Road,Gainesville,FL,32608-1316,352,2655499,https://ufhealth.org/uf-health-shands-rehab-hospital,No,,,,Yes,12001,"Alachua, FL",29.6322,-82.364,Investor-owned; for-profit - Corporation,No,Rehabilitation,5990181,Select Medical Corporation,4714 Gettysburg Road,Mechanicsburg,PA,17055-4325,(717)972-1100,David S. Chernow,Chief Executive Officer,"Anne Roper, Chief Executive Officer",No,Yes,No,No,Yes,No,,No,,,,,,,,,
CY,6390282,100131,HCA Florida Aventura Hospital,20900 Biscayne Boulevard,Aventura,FL,33180-1407,305,6827000,https://www.hcafloridahealthcare.com/locations/aventura-hospital,,,,,Yes,12086,"Miami-Dade, FL",25.97,-80.1454,Investor-owned; for-profit - Corporation,,General medical and surgical,5990048,HCA Healthcare,1 Park Plaza,Nashville,TN,37203-1548,(615)344-5248,Samuel Hazen,President and Chief Executive Officer,"David LeMonte, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390283,100113,UF Health Shands Hospital,1600 SW Archer Road,Gainesville,FL,32610-3003,352,2650111,https://ufhealth.org/,No,,,,Yes,12001,"Alachua, FL",29.6399,-82.3436,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5990111,UF Health Shands,1600 SW Archer Road,Gainesville,FL,32610-0326,(352)733-1500,"James J. Kelly, Jr.",Interim Chief Executive Officer,"James J. Kelly Jr., Interim Chief Executive Officer",Yes,No,No,Yes,No,No,Regional Resource Trauma Center,No,112262946,0,0,0,0,0,0,0,0
CY,6390286,100137,AdventHealth Heart of Florida,40100 Highway 27,Davenport,FL,33837-5906,863,4224971,http://www.heartofflorida.com,No,,,,Yes,12105,"Polk, FL",28.1815,-81.6419,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5994165,AdventHealth,900 Hope Way,Altamonte Springs,FL,32714-1502,(407)357-1000,Terry Shaw,President and Chief Executive Officer,"Tim Clark, Chief Executive Officer",No,No,Yes,No,No,No,,,,,,,,,,,
CY,6390287,100053,Hialeah Hospital,651 East 25th Street,Hialeah,FL,33013-3878,305,6936100,http://www.hialeahhosp.com,,,,,Yes,12086,"Miami-Dade, FL",25.8455,-80.2689,Investor-owned; for-profit - Corporation,,General medical and surgical,5990141,"Steward Health Care System, LLC","1900 North Pearl Street, Suite 2400",Dallas,TX,75201,(617)419-4700,"Ralph de la Torre, MD",Chairman and Chief Executive Officer,"Luis R Allende-Ruiz, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390292,100050,Larkin Community Hospital-Palm Springs Campus,1475 West 49th Street,Hialeah,FL,33012-3275,305,5582500,http://www.larkinhospital.com,,,,,Yes,12086,"Miami-Dade, FL",25.8689,-80.3123,Investor-owned; for-profit - Corporation,,General medical and surgical,,,,,,,,,,"Katherine Panesso, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6390295,100038,Memorial Regional Hospital,3501 Johnson Street,Hollywood,FL,33021-5421,954,9872000,http://www.mhs.net,No,,,,Yes,12011,"Broward, FL",26.0189,-80.1797,Govt. (non federal) - Hospital district,No,General medical and surgical,5990083,Memorial Healthcare System,3501 Johnson Street,Hollywood,FL,33021-5421,(954)987-2000,"K. Scott Wester, FACHE",President and Chief Executive Officer,"Peter Powers, Chief Executive Officer",No,No,No,No,No,Yes,Regional Resource Trauma Center,Yes,104806082,0,1,36,10,274,32,1,354
CY,6390298,104001,South Florida State Hospital,800 East Cypress Drive,Hollywood,FL,33025-4543,954,3923000,http://www.geocarellc.com/Locations/SouthFloridaStateHospital,,,,,No,12011,"Broward, FL",26.0014,-80.2498,Govt. (non federal) - State,,Psychiatric,,,,,,,,,,"Lee Packer, Administrator",,,,,,,,,,,,,,,,,
CY,6390300,100125,Homestead Hospital,975 Baptist Way,Homestead,FL,33033-7600,786,2438000,http://www.baptisthealth.net,No,,,,Yes,12086,"Miami-Dade, FL",25.4792,-80.4305,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990122,Baptist Health South Florida,"6855 Red Road, Suite 600",Coral Gables,FL,33143-3632,(786)662-7111,"Albert Leon Boulenger, MPA, BSN, RN",President and Chief Executive Officer,"Kenneth R Spell, Chief Executive Officer",No,No,No,No,No,Yes,,Yes,8599523,0,0,28,0,62,1,0,91
CY,6390305,100023,HCA Florida Citrus Hospital,502 West Highland Boulevard,Inverness,FL,34452-4754,352,7261551,https://www.hcafloridahealthcare.com/locations/citrus-hospital,No,,,,Yes,12017,"Citrus, FL",28.8334,-82.336,Investor-owned; for-profit - Corporation,No,General medical and surgical,5990048,HCA Healthcare,1 Park Plaza,Nashville,TN,37203-1548,(615)344-5248,Samuel Hazen,President and Chief Executive Officer,"Lisa Nummi, Chief Executive Officer",No,No,No,No,No,No,,,,,,,,,,,
CY,6390306,101313,Mariners Hospital,91500 Overseas Highway,Tavernier,FL,33070-2547,305,4343000,http://baptisthealth.net/en/facilities/mariners-hospital/Pages/default.aspx,No,,,,Yes,12087,"Monroe, FL",25.006,-80.522,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990122,Baptist Health South Florida,"6855 Red Road, Suite 600",Coral Gables,FL,33143-3632,(786)662-7111,"Albert Leon Boulenger, MPA, BSN, RN",President and Chief Executive Officer,"Drew Grossman, Chief Executive Officer",No,No,Yes,No,No,Yes,,Yes,1180100,0,0,29,0,66,3,0,98
CY,6390308,100088,Baptist Medical Center Jacksonville,800 Prudential Drive,Jacksonville,FL,32207-8202,904,2022000,http://www.e-baptisthealth.com,No,,,,Yes,12031,"Duval, FL",30.3149,-81.6627,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5990005,Baptist Health,"841 Prudential Drive, Suite 1601",Jacksonville,FL,32207-8202,(904)202-2000,"Michael A Mayo, DHA, FACHE",President and Chief Executive Officer,"Nicole B. Thomas, President",Yes,No,No,No,No,Yes,,No,111832435,0,230,4,0,90,275,0,599
